疾病名称,疾病链接,菜品名称,配方,功效,制法
脾虚湿盛型带下病,http://www.cnzyao.com/shiliao/fck/1080.html,【三味薏米羹】,薏米、山药、莲子各30克。,"健脾益气，化湿止带。 用法： 早晚食用，连用7日。 （本文由 中医药网 整理或引用，内容仅供参考，转载请注明出处，谢谢合作。） 上一篇： 气滞水停妊娠水肿的4种食疗方 下一篇： 肾气不足型带下病的4种食疗方 更多关于 脾虚湿盛型带下病,带下病 的文章 [ 妇科病食疗 ] 湿热下注型带下病的4种食疗方 [ 妇科病食疗 ] 肾气不足型带下病的4种食疗方 妇科病食疗频道热点文章： 气血虚弱闭经的3种食疗方 痰湿阻滞闭经的3种食疗方 气滞血瘀闭经的3种食疗方 脾气虚弱功能性子宫出血4种食疗方 气滞水停妊娠水肿的4种食疗方 药膳食谱大全 内科食疗 外科食疗 妇科病食疗 儿科食疗 五官科食疗 皮肤病食疗 药膳食谱大全热文排行 湿热下注型带下病的4种食疗方 女性月经不调有哪些食疗法？ 肺胃热盛型痤疮的4种食疗方 肝胃不和型慢性胃炎的4种食疗方 淋巴结炎的常见食疗方 脾胃虚寒型慢性胃炎6种食疗方 脾虚湿盛型带下病的3种食疗方 气滞血瘀闭经的3种食疗方 肝气郁结神经衰弱的3种食疗方 糖尿病的常见的食疗方法 中医病理 内科疾病诊断 外科疾病诊断 妇科疾病诊断 儿科疾病诊断 皮肤病诊断 五官科疾病诊断 药膳食谱大全文章推荐 气虚下陷型脱肛的3种食疗方 气滞血瘀慢性鼻炎2食疗方 糖尿病的常见的食疗方法 气虚下陷型胃下垂的4种食疗方 脾虚型腹泻的4种食疗方 中气不足型低血压 气阴两虚型冠心病的3种食疗方 脾虚血瘀型消化性溃疡的4种食疗方 肝郁痰结型颈部淋巴结核3种食疗方 湿热下注型阳萎2种食疗方 疾病预防 右眼跳灾、左眼跳财 这个科学吗？眼皮跳 子宫肌瘤的食疗护理 中老年人白内障的日常饮食食物选择 枕头里装点旧茶叶有降血压效果 肝病患者饮食应该注意的食物 散光眼产生的原因与临床表现 防治近视的中医疗法有哪些 夏季防感冒三个有效的方法 秋天应该注意预防的疾病 秋季应该要预防哪些疾病 其他热文推荐 当归补血汤 木蝴蝶的功效与作用 气阴两虚型肺结核的4种食疗方 磁朱丸 调经姊妹丸 中医诊断3个基本原则 治湿热内蕴型皮肤瘙痒症的3种食疗方 独活寄生汤 芫荽（香菜）的功效与药用价值 党参的药理研究与临床应用 网站简介 | 联系我们 | 合作洽谈 | 人才招聘 | 友情链接 | 版权声明 | 网站导航 Copyright © 2012 WWW.CNZYAO.COM All Rights Reserved. 中医药网 版权所有 Email: cnzyao@gmail.com var _hmt = _hmt || []; (function() { var hm = document.createElement(""script""); hm.src = ""https://hm.baidu.com/hm.js?def4d792efb00527de2216eae58eb6d5""; var s = document.getElementsByTagName(""script"")[0]; s.parentNode.insertBefore(hm, s); })(); 备案/许可证编号： 闽ICP备11026215号-2",以上三味洗净，加水适量，用文火熬成粥。 【功效】 健脾益气，化湿止带。
肝肾不足型痛经,http://www.cnzyao.com/shiliao/fck/600.html,【枸杞炖兔肉】,枸杞子 15克，兔肉250克。,滋补肝肾，补气养血。 用法： 饮汤吃肉，每日1次。 【鳖甲炖白鸽】,将枸杞子和兔肉入适量水中，文火炖熟，用盐调味。 【功效】 滋补肝肾，补气养血。
肝肾不足型痛经,http://www.cnzyao.com/shiliao/fck/600.html,【鳖甲炖白鸽】,鳖甲 50克，白鸽1只。,补益肝肾，调补冲任。 用法： 佐餐食用。 【韭菜炒羊肝】,将白鸽用水憋死，除去毛及内脏，鳖甲洗净捶成碎块，放入白鸽腹内。将白鸽放入碗内，加姜、葱、盐、黄酒、清水，再将碗放入锅内隔水炖至鸽烂熟。 【功效】 补益肝肾，调补冲任。
肝肾不足型痛经,http://www.cnzyao.com/shiliao/fck/600.html,【韭菜炒羊肝】,韭菜 150克，羊肝200克。,"温补肝肾。 用法： 佐餐食用。每日1次，连食1周为1个疗程。经行前5日开始食用。 （本文由 中医药网 整理或引用，内容仅供参考，转载请注明出处，谢谢合作。） 上一篇： 气血虚弱型痛经的3种食疗方 下一篇： 气血虚弱产后缺乳4种食疗方 更多关于 肝肾不足型痛经,痛经 的文章 [ 妇科病食疗 ] 气血虚弱型痛经的3种食疗方 [ 妇科病食疗 ] 寒湿凝滞型痛经的4种简单食疗方 [ 妇科病食疗 ] 气滞血瘀型痛经食疗4种方法 妇科病食疗频道热点文章： 气滞水停妊娠水肿的4种食疗方 气血虚弱闭经的3种食疗方 气滞血瘀闭经的3种食疗方 脾气虚弱功能性子宫出血4种食疗方 痰湿阻滞闭经的3种食疗方 药膳食谱大全 内科食疗 外科食疗 妇科病食疗 儿科食疗 五官科食疗 皮肤病食疗 药膳食谱大全热文排行 湿热下注型带下病的4种食疗方 女性月经不调有哪些食疗法？ 肺胃热盛型痤疮的4种食疗方 肝胃不和型慢性胃炎的4种食疗方 淋巴结炎的常见食疗方 脾胃虚寒型慢性胃炎6种食疗方 脾虚湿盛型带下病的3种食疗方 气滞血瘀闭经的3种食疗方 肝气郁结神经衰弱的3种食疗方 糖尿病的常见的食疗方法 中医病理 内科疾病诊断 外科疾病诊断 妇科疾病诊断 儿科疾病诊断 皮肤病诊断 五官科疾病诊断 药膳食谱大全文章推荐 气虚下陷型脱肛的3种食疗方 糖尿病的常见的食疗方法 肝郁痰结型颈部淋巴结核3种食疗方 中气不足型低血压 湿热下注型阳萎2种食疗方 脾虚型腹泻的4种食疗方 气虚下陷型胃下垂的4种食疗方 脾虚血瘀型消化性溃疡的4种食疗方 气阴两虚型冠心病的3种食疗方 气滞血瘀慢性鼻炎2食疗方 疾病预防 右眼跳灾、左眼跳财 这个科学吗？眼皮跳 子宫肌瘤的食疗护理 中老年人白内障的日常饮食食物选择 枕头里装点旧茶叶有降血压效果 肝病患者饮食应该注意的食物 散光眼产生的原因与临床表现 防治近视的中医疗法有哪些 夏季防感冒三个有效的方法 秋天应该注意预防的疾病 秋季应该要预防哪些疾病 其他热文推荐 磁朱丸 调经姊妹丸 独活寄生汤 党参的药理研究与临床应用 气阴两虚型肺结核的4种食疗方 木蝴蝶的功效与作用 芫荽（香菜）的功效与药用价值 中医诊断3个基本原则 当归补血汤 治湿热内蕴型皮肤瘙痒症的3种食疗方 网站简介 | 联系我们 | 合作洽谈 | 人才招聘 | 友情链接 | 版权声明 | 网站导航 Copyright © 2012 WWW.CNZYAO.COM All Rights Reserved. 中医药网 版权所有 Email: cnzyao@gmail.com var _hmt = _hmt || []; (function() { var hm = document.createElement(""script""); hm.src = ""https://hm.baidu.com/hm.js?def4d792efb00527de2216eae58eb6d5""; var s = document.getElementsByTagName(""script"")[0]; s.parentNode.insertBefore(hm, s); })(); 备案/许可证编号： 闽ICP备11026215号-2",将羊肝切成小片，与韭菜一起于铁锅内急火烹炒，加入食盐、味精调味。 【功效】 温补肝肾。
寒湿凝滞型痛经,http://www.cnzyao.com/shiliao/fck/598.html,【椒附炖猪肚】,猪肚 150克， 附子 2克，川椒2克，粳米30克。,温经散寒止痛。 用法： 佐餐食用。 【姜艾鸡蛋】,将附子、川椒研末。猪肚洗净，装入药末、粳米及适量的葱，扎口入锅中，加水适量，微火煮至猪肚烂熟。 【功效】 温经散寒止痛。
寒湿凝滞型痛经,http://www.cnzyao.com/shiliao/fck/598.html,【姜艾鸡蛋】,生姜15克， 艾叶 9克，鸡蛋2个。,温经散寒止痛。 用法： 趁热饮汤吃蛋，每日1次，5日为1个疗程。行经前3日服用。 【姜枣花椒汤】,将艾叶切断，生姜拍碎，与鸡蛋一起放入锅中，加水300毫升同煮，蛋去壳，复入原汁中烧煮5分钟。 【功效】 温经散寒止痛。
寒湿凝滞型痛经,http://www.cnzyao.com/shiliao/fck/598.html,【姜枣花椒汤】,干姜 、大枣各30克，花椒9克。,温阳散寒化湿。 用法： 每日1剂，分2次温服，5日为1个疗程。行经前3日饮服。 【红糖姜汤】,干姜切片，大枣去核，加水适量，煮沸，再放入花椒，改用文火煎汤。 【功效】 温阳散寒化湿。
寒湿凝滞型痛经,http://www.cnzyao.com/shiliao/fck/598.html,【红糖姜汤】,红糖50克，生姜20克，大枣10枚。,"温经养血活血。 用法： 代茶频饮。 （本文由 中医药网 整理或引用，内容仅供参考，转载请注明出处，谢谢合作。） 上一篇： 气滞血瘀型痛经食疗4种方法 下一篇： 气血虚弱型痛经的3种食疗方 更多关于 寒湿凝滞型痛经,痛经 的文章 [ 妇科病食疗 ] 肝肾不足型痛经的3中食疗方 [ 妇科病食疗 ] 气血虚弱型痛经的3种食疗方 [ 妇科病食疗 ] 气滞血瘀型痛经食疗4种方法 妇科病食疗频道热点文章： 气滞水停妊娠水肿的4种食疗方 脾气虚弱功能性子宫出血4种食疗方 痰湿阻滞闭经的3种食疗方 气血虚弱闭经的3种食疗方 气滞血瘀闭经的3种食疗方 药膳食谱大全 内科食疗 外科食疗 妇科病食疗 儿科食疗 五官科食疗 皮肤病食疗 药膳食谱大全热文排行 湿热下注型带下病的4种食疗方 女性月经不调有哪些食疗法？ 肺胃热盛型痤疮的4种食疗方 肝胃不和型慢性胃炎的4种食疗方 淋巴结炎的常见食疗方 脾胃虚寒型慢性胃炎6种食疗方 脾虚湿盛型带下病的3种食疗方 气滞血瘀闭经的3种食疗方 肝气郁结神经衰弱的3种食疗方 糖尿病的常见的食疗方法 中医病理 内科疾病诊断 外科疾病诊断 妇科疾病诊断 儿科疾病诊断 皮肤病诊断 五官科疾病诊断 药膳食谱大全文章推荐 湿热下注型阳萎2种食疗方 气滞血瘀慢性鼻炎2食疗方 脾虚血瘀型消化性溃疡的4种食疗方 气虚下陷型脱肛的3种食疗方 脾虚型腹泻的4种食疗方 中气不足型低血压 糖尿病的常见的食疗方法 气虚下陷型胃下垂的4种食疗方 气阴两虚型冠心病的3种食疗方 肝郁痰结型颈部淋巴结核3种食疗方 疾病预防 右眼跳灾、左眼跳财 这个科学吗？眼皮跳 子宫肌瘤的食疗护理 中老年人白内障的日常饮食食物选择 枕头里装点旧茶叶有降血压效果 肝病患者饮食应该注意的食物 散光眼产生的原因与临床表现 防治近视的中医疗法有哪些 夏季防感冒三个有效的方法 秋天应该注意预防的疾病 秋季应该要预防哪些疾病 其他热文推荐 木蝴蝶的功效与作用 治湿热内蕴型皮肤瘙痒症的3种食疗方 独活寄生汤 气阴两虚型肺结核的4种食疗方 调经姊妹丸 党参的药理研究与临床应用 当归补血汤 磁朱丸 中医诊断3个基本原则 芫荽（香菜）的功效与药用价值 网站简介 | 联系我们 | 合作洽谈 | 人才招聘 | 友情链接 | 版权声明 | 网站导航 Copyright © 2012 WWW.CNZYAO.COM All Rights Reserved. 中医药网 版权所有 Email: cnzyao@gmail.com var _hmt = _hmt || []; (function() { var hm = document.createElement(""script""); hm.src = ""https://hm.baidu.com/hm.js?def4d792efb00527de2216eae58eb6d5""; var s = document.getElementsByTagName(""script"")[0]; s.parentNode.insertBefore(hm, s); })(); 备案/许可证编号： 闽ICP备11026215号-2",将红糖、大枣加水煎沸20分钟后，放入生姜，再煎5分钟。 【功效】 温经养血活血。
气血虚弱闭经,http://www.cnzyao.com/shiliao/fck/656.html,【红枣木瓜猪肝汤】,： 红枣20枚， 木瓜 1个， 猪肝 50克。,： 益气养血，通经活络。 【用法】： 每日1剂，分2次饮服，连用15日。 【归芪墨鱼片】,： 红枣去核，木瓜去皮、瓤，切成薄片，猪肝剁碎。三物共入锅内，加水用武火煮沸，再以文火炖煮30分钟，加盐调味。 【功效】： 益气养血，通经活络。
气血虚弱闭经,http://www.cnzyao.com/shiliao/fck/656.html,【归芪墨鱼片】,： 生姜丝30克， 当归 10克， 黄芪 20克，墨鱼300克。,： 益气养血，活血通经。 【用法】： 佐餐食用。 【当归红枣粥】,： 当归、黄芪水煎，取药液100毫升，备用，将墨鱼去骨，切片。妙锅放油烧热，将墨鱼片、姜丝放入锅内同炒，加盐少许，用归、芪药液加少量淀粉勾 芡，装盘。 【功效】： 益气养血，活血通经。
气血虚弱闭经,http://www.cnzyao.com/shiliao/fck/656.html,【当归红枣粥】,： 当归15克，红枣5枚，粳米50克。,"： 益气养血调经。 【用法】： 早晚空腹温热食服，10日为1个疗程。 （本文由 中医药网 整理或引用，内容仅供参考，转载请注明出处，谢谢合作。） 上一篇： 气滞血瘀闭经的3种食疗方 下一篇： 痰湿阻滞闭经的3种食疗方 更多关于 气血虚弱闭经,闭经 的文章 [ 妇科病食疗 ] 痰湿阻滞闭经的3种食疗方 [ 妇科病食疗 ] 气滞血瘀闭经的3种食疗方 [ 妇科病食疗 ] 肝肾不足闭经的3种食疗方 妇科病食疗频道热点文章： 气血虚弱闭经的3种食疗方 气滞水停妊娠水肿的4种食疗方 痰湿阻滞闭经的3种食疗方 气滞血瘀闭经的3种食疗方 脾气虚弱功能性子宫出血4种食疗方 药膳食谱大全 内科食疗 外科食疗 妇科病食疗 儿科食疗 五官科食疗 皮肤病食疗 药膳食谱大全热文排行 湿热下注型带下病的4种食疗方 女性月经不调有哪些食疗法？ 肺胃热盛型痤疮的4种食疗方 肝胃不和型慢性胃炎的4种食疗方 淋巴结炎的常见食疗方 脾胃虚寒型慢性胃炎6种食疗方 脾虚湿盛型带下病的3种食疗方 气滞血瘀闭经的3种食疗方 肝气郁结神经衰弱的3种食疗方 糖尿病的常见的食疗方法 中医病理 内科疾病诊断 外科疾病诊断 妇科疾病诊断 儿科疾病诊断 皮肤病诊断 五官科疾病诊断 药膳食谱大全文章推荐 气虚下陷型脱肛的3种食疗方 糖尿病的常见的食疗方法 脾虚血瘀型消化性溃疡的4种食疗方 气滞血瘀慢性鼻炎2食疗方 气阴两虚型冠心病的3种食疗方 湿热下注型阳萎2种食疗方 脾虚型腹泻的4种食疗方 中气不足型低血压 气虚下陷型胃下垂的4种食疗方 肝郁痰结型颈部淋巴结核3种食疗方 疾病预防 右眼跳灾、左眼跳财 这个科学吗？眼皮跳 子宫肌瘤的食疗护理 中老年人白内障的日常饮食食物选择 枕头里装点旧茶叶有降血压效果 肝病患者饮食应该注意的食物 散光眼产生的原因与临床表现 防治近视的中医疗法有哪些 夏季防感冒三个有效的方法 秋天应该注意预防的疾病 秋季应该要预防哪些疾病 其他热文推荐 木蝴蝶的功效与作用 调经姊妹丸 当归补血汤 党参的药理研究与临床应用 芫荽（香菜）的功效与药用价值 治湿热内蕴型皮肤瘙痒症的3种食疗方 磁朱丸 独活寄生汤 气阴两虚型肺结核的4种食疗方 中医诊断3个基本原则 网站简介 | 联系我们 | 合作洽谈 | 人才招聘 | 友情链接 | 版权声明 | 网站导航 Copyright © 2012 WWW.CNZYAO.COM All Rights Reserved. 中医药网 版权所有 Email: cnzyao@gmail.com var _hmt = _hmt || []; (function() { var hm = document.createElement(""script""); hm.src = ""https://hm.baidu.com/hm.js?def4d792efb00527de2216eae58eb6d5""; var s = document.getElementsByTagName(""script"")[0]; s.parentNode.insertBefore(hm, s); })(); 备案/许可证编号： 闽ICP备11026215号-2",： 当归用温水浸泡片刻，加水200毫升，煎取浓汁100毫升，入粳米、红枣，加水300毫升，煮至粥成，加红糖调味。 【功效】： 益气养血调经。
肝肾不足闭经,http://www.cnzyao.com/shiliao/fck/654.html,【鹿茸炖乌鸡】,： 鹿茸 10克，乌鸡1只（约1000克）。,： 温补肝肾，填补精血。 【用法】： 随量食用。 【阿胶粥】,： 将乌鸡去毛及内脏，洗净，切成小块，与鹿茸一起放入炖盅内，加开水适量，炖盅加盖，文火隔水炖3小时，调味即可。 【功效】： 温补肝肾，填补精血。
肝肾不足闭经,http://www.cnzyao.com/shiliao/fck/654.html,【阿胶粥】,： 阿胶30克，粳米50克。,： 滋肾益精，养血润燥。 【用法】： 早晚分食。 【党参杞子炖胎盘】,： 先将阿胶捣烂炒令黄燥，研末。再取粳米煮粥，粥成后下阿胶末搅匀。 【功效】： 滋肾益精，养血润燥。
肝肾不足闭经,http://www.cnzyao.com/shiliao/fck/654.html,【党参杞子炖胎盘】,： 党参30克，枸杞子20克， 甘草 3克，胎盘1／4个，瘦猪肉100克。,"： 补肝肾，益气血。 【用法】： 随量食用。 （本文由 中医药网 整理或引用，内容仅供参考，转载请注明出处，谢谢合作。） 上一篇： 肝郁气滞产后缺乳3种食疗方 下一篇： 气滞血瘀闭经的3种食疗方 更多关于 肝肾不足闭经,闭经 的文章 [ 妇科病食疗 ] 痰湿阻滞闭经的3种食疗方 [ 妇科病食疗 ] 气血虚弱闭经的3种食疗方 [ 妇科病食疗 ] 气滞血瘀闭经的3种食疗方 妇科病食疗频道热点文章： 气血虚弱闭经的3种食疗方 脾气虚弱功能性子宫出血4种食疗方 气滞水停妊娠水肿的4种食疗方 痰湿阻滞闭经的3种食疗方 气滞血瘀闭经的3种食疗方 药膳食谱大全 内科食疗 外科食疗 妇科病食疗 儿科食疗 五官科食疗 皮肤病食疗 药膳食谱大全热文排行 湿热下注型带下病的4种食疗方 女性月经不调有哪些食疗法？ 肺胃热盛型痤疮的4种食疗方 肝胃不和型慢性胃炎的4种食疗方 淋巴结炎的常见食疗方 脾胃虚寒型慢性胃炎6种食疗方 脾虚湿盛型带下病的3种食疗方 气滞血瘀闭经的3种食疗方 肝气郁结神经衰弱的3种食疗方 糖尿病的常见的食疗方法 中医病理 内科疾病诊断 外科疾病诊断 妇科疾病诊断 儿科疾病诊断 皮肤病诊断 五官科疾病诊断 药膳食谱大全文章推荐 气虚下陷型脱肛的3种食疗方 湿热下注型阳萎2种食疗方 脾虚型腹泻的4种食疗方 气虚下陷型胃下垂的4种食疗方 气阴两虚型冠心病的3种食疗方 气滞血瘀慢性鼻炎2食疗方 肝郁痰结型颈部淋巴结核3种食疗方 脾虚血瘀型消化性溃疡的4种食疗方 糖尿病的常见的食疗方法 中气不足型低血压 疾病预防 右眼跳灾、左眼跳财 这个科学吗？眼皮跳 子宫肌瘤的食疗护理 中老年人白内障的日常饮食食物选择 枕头里装点旧茶叶有降血压效果 肝病患者饮食应该注意的食物 散光眼产生的原因与临床表现 防治近视的中医疗法有哪些 夏季防感冒三个有效的方法 秋天应该注意预防的疾病 秋季应该要预防哪些疾病 其他热文推荐 党参的药理研究与临床应用 当归补血汤 磁朱丸 气阴两虚型肺结核的4种食疗方 治湿热内蕴型皮肤瘙痒症的3种食疗方 芫荽（香菜）的功效与药用价值 木蝴蝶的功效与作用 中医诊断3个基本原则 独活寄生汤 调经姊妹丸 网站简介 | 联系我们 | 合作洽谈 | 人才招聘 | 友情链接 | 版权声明 | 网站导航 Copyright © 2012 WWW.CNZYAO.COM All Rights Reserved. 中医药网 版权所有 Email: cnzyao@gmail.com var _hmt = _hmt || []; (function() { var hm = document.createElement(""script""); hm.src = ""https://hm.baidu.com/hm.js?def4d792efb00527de2216eae58eb6d5""; var s = document.getElementsByTagName(""script"")[0]; s.parentNode.insertBefore(hm, s); })(); 备案/许可证编号： 闽ICP备11026215号-2",： 将前三味装入纱布袋，猪肉切块，与洗净的胎盘一起放入锅内，加生姜片、料酒、清水适量，武火煮沸，去浮沫，改文火煮2小时，调味即可。 【功效】： 补肝肾，益气血。
